Symbol,Name,Country,Sector,Industry
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),United States,Finance,Trusts Except Educational Religious and Charitable
BKSY,BlackSky Technology Inc. Class A Common Stock,,Technology,Radio And Television Broadcasting And Communications Equipment
BKT,BlackRock Income Trust Inc. (The),United States,Finance,Investment Bankers/Brokers/Service
BKU,BankUnited Inc. Common Stock,United States,Finance,Savings Institutions
BLCO,Bausch + Lomb Corporation Common Shares,,Health Care,Ophthalmic Goods
BLD,TopBuild Corp. Common Stock,United States,Consumer Discretionary,Engineering & Construction
BLDR,Builders FirstSource Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
BLE,BlackRock Municipal Income Trust II,United States,Finance,Finance/Investors Services
BLK,BlackRock Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
BLND,Blend Labs Inc. Class A Common Stock,,Technology,EDP Services
BLW,Blackrock Limited Duration Income Trust,United States,Consumer Discretionary,Other Consumer Services
BLX,Banco Latinoamericano de Comercio Exterior S.A.,Panama,Finance,Commercial Banks
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),Argentina,Finance,Commercial Banks
BMAC,Black Mountain Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
BME,Blackrock Health Sciences Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BMEZ,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
BMI,Badger Meter Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
BMN,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
BMO,Bank Of Montreal Common Stock,Canada,,
BMY,Bristol-Myers Squibb Company Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BN,Brookfield Corporation Class A Limited Voting Shares,Canada,Real Estate,Building operators
BNED,Barnes & Noble Education Inc Common Stock,United States,Consumer Discretionary,Other Specialty Stores
BNH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,,Real Estate,Building operators
BNJ,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,,Real Estate,Building operators
BNL,Broadstone Net Lease Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BNRE,Brookfield Reinsurance Ltd. Class A Exchangeable Limited Voting Shares,,Finance,Property-Casualty Insurers
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,Canada,Finance,Major Banks
BNY,BlackRock New York Municipal Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BOAC,Bluescape Opportunities Acquisition Corp. Class A Ordinary Shares,United States,Finance,Blank Checks
BOC,Boston Omaha Corporation Class A Common Stock,United States,Finance,Real Estate
BODY,The Beachbody Company Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
BOH,Bank of Hawaii Corporation Common Stock,United States,Finance,Major Banks
BOOT,Boot Barn Holdings Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BORR,Borr Drilling Limited Common Shares,,Energy,Oil & Gas Production
BOWL,Bowlero Corp. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
BOX,Box Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
BP,BP p.l.c. Common Stock,United Kingdom,Energy,Integrated oil Companies
BPT,BP Prudhoe Bay Royalty Trust Common Stock,United States,Energy,Integrated oil Companies
BQ,Boqii Holding Limited American Depositary Shares representing Class A Ordinary Shares,,Consumer Discretionary,Other Specialty Stores
BR,Broadridge Financial Solutions Inc. Common Stock,United States,Consumer Discretionary,Business Services
BRBR,BellRing Brands Inc. Common Stock ,United States,Consumer Staples,Packaged Foods
BRC,Brady Corporation Common Stock,United States,Consumer Discretionary,Miscellaneous manufacturing industries
BRCC,BRC Inc. Class A Common Stock,,Consumer Staples,Beverages (Production/Distribution)
BRD,Beard Energy Transition Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,,Finance,Investment Managers
BRDS,Bird Global Inc. Class A Common Stock,,Consumer Discretionary,Diversified Commercial Services
BRFS,BRF S.A.,Brazil,Consumer Staples,Meat/Poultry/Fish
BRO,Brown & Brown Inc. Common Stock,United States,Finance,Specialty Insurers
BROS,Dutch Bros Inc. Class A Common Stock,,Consumer Discretionary,Restaurants
BRSP,BrightSpire Capital Inc. Class A Common Stock,,Real Estate,Real Estate Investment Trusts
BRT,BRT Apartments Corp. (MD) Common Stock,United States,Real Estate,Real Estate Investment Trusts
BRW,Saba Capital Income & Opportunities Fund SBI,United States,Finance,Trusts Except Educational Religious and Charitable
BRX,Brixmor Property Group Inc. Common Stock,,Real Estate,Real Estate Investment Trusts
BSAC,Banco Santander - Chile ADS,Chile,Finance,Commercial Banks
BSAQ,Black Spade Acquisition Co Class A Ordinary Shares,,Finance,Blank Checks
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,Brazil,Finance,Commercial Banks
BSIG,BrightSphere Investment Group Inc. Common Stock,United Kingdom,Finance,Finance/Investors Services
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,United States,Energy,Oil & Gas Production
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,United States,Finance,Finance Companies
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
BSX,Boston Scientific Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
BTA,BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
BTCM,BIT Mining Limited ADS,,Technology,EDP Services
BTE,Baytex Energy Corp Common Shares,Canada,Consumer Staples,Meat/Poultry/Fish
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,United Kingdom,Health Care, Medicinal Chemicals and Botanical Products 
BTO,John Hancock Financial Opportunities Fund Common Stock,United States,Finance,Investment Managers
BTT,BlackRock Municipal 2030 Target Term Trust,United States,Finance,Investment Managers
BTU,Peabody Energy Corporation Common Stock ,United States,Energy,Coal Mining
BTZ,BlackRock Credit Allocation Income Trust,United States,Finance,Finance Companies
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),Belgium,Consumer Staples,Beverages (Production/Distribution)
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BUR,Burford Capital Limited Ordinary Shares,,Finance,Finance: Consumer Services
BURL,Burlington Stores Inc. Common Stock,,Consumer Discretionary,Department/Specialty Retail Stores
BV,BrightView Holdings Inc. Common Stock,United States,Consumer Discretionary,Business Services
BVH,Bluegreen Vacations Holding Corporation Class A Common Stock,United States,Consumer Discretionary,Hotels/Resorts
BVN,Buenaventura Mining Company Inc.,Peru,Basic Materials,Metal Mining
BW,Babcock & Wilcox Enterprises Inc. Common Stock,United States,Industrials,Building Products
BWA,BorgWarner Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,United States,Finance,Finance/Investors Services
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,United States,Industrials,Building Products
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,United States,Industrials,Building Products
BWXT,BWX Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
BX,Blackstone Inc. Common Stock,United States,Finance,Investment Managers
BXC,Bluelinx Holdings Inc. Common Stock,United States,Consumer Discretionary,Wholesale Distributors
BXMT,Blackstone Mortgage Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
BXP,Boston Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
BY,Byline Bancorp Inc. Common Stock,United States,Finance,Major Banks
BYD,Boyd Gaming Corporation Common Stock,United States,Consumer Discretionary,Hotels/Resorts
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,United States,Finance,Investment Managers
BYN,Banyan Acquisition Corporation Class A Common Stock,,Finance,Blank Checks
BZH,Beazer Homes USA Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
C,Citigroup Inc. Common Stock,United States,Finance,Major Banks
CAAP,Corporacion America Airports SA Common Shares,,Consumer Discretionary,Aerospace
CABO,Cable One Inc. Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
CACI,CACI International Inc. Class A Common Stock,United States,Technology,EDP Services
CADE,Cadence Bank Common Stock,United States,Finance,Major Banks
CAE,CAE Inc. Ordinary Shares,Canada,,
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,United States,Finance,Investment Managers
CAG,ConAgra Brands Inc. Common Stock,United States,Consumer Staples,Packaged Foods
CAH,Cardinal Health Inc. Common Stock,United States,Health Care,Other Pharmaceuticals
CAL,Caleres Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
CALX,Calix Inc Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
CANG,Cango Inc. American Depositary Shares  each representing two (2) Class A Ordinary Shares,,Technology,Computer Software: Prepackaged Software
CANO,Cano Health Inc. Class A Common Stock,,Health Care,Medical/Nursing Services
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,United States,Energy,Oil Refining/Marketing
CARR,Carrier Global Corporation Common Stock ,,Industrials,Industrial Machinery/Components
CARS,Cars.com Inc. Common Stock ,,Technology,EDP Services
CAT,Caterpillar Inc. Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
CATO,Cato Corporation (The) Class A Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CB,Chubb Limited  Common Stock,Switzerland,Finance,Property-Casualty Insurers
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,Brazil,Consumer Staples,Food Chains
CBH,Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
CBL,CBL & Associates Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
CBRE,CBRE Group Inc Common Stock Class A,United States,Finance,Real Estate
CBT,Cabot Corporation Common Stock,United States,Industrials,Major Chemicals
CBU,Community Bank System Inc. Common Stock,United States,Finance,Major Banks
CBZ,CBIZ Inc. Common Stock,United States,Consumer Discretionary,Business Services
CC,Chemours Company (The) Common Stock,United States,Industrials,Major Chemicals
CCI,Crown Castle Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
CCJ,Cameco Corporation Common Stock,Canada,Basic Materials,Other Metals and Minerals
CCK,Crown Holdings Inc.,United States,Industrials,Containers/Packaging
CCL,Carnival Corporation Common Stock,United States,Consumer Discretionary,Marine Transportation
CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),China,Health Care,Medical/Nursing Services
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,United States,Consumer Discretionary,Advertising
CCRD,CoreCard Corporation Common Stock,United States,,
CCS,Century Communities Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
CCU,Compania Cervecerias Unidas S.A. Common Stock,Chile,Consumer Staples,Beverages (Production/Distribution)
CCV,Churchill Capital Corp V Class A Common Stock,,Telecommunications,Cable & Other Pay Television Services
CCVI,Churchill Capital Corp VI Class A Common Stock,,Finance,Blank Checks
CCZ,Comcast Holdings ZONES,United States,Telecommunications,Cable & Other Pay Television Services
CDAY,Ceridian HCM Holding Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CDE,Coeur Mining Inc. Common Stock,United States,Basic Materials,Precious Metals
CDRE,Cadre Holdings Inc. Common Stock,,Health Care,Industrial Specialties
CE,Celanese Corporation Celanese Corporation Common Stock,United States,Industrials,Major Chemicals
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,United States,Finance,Finance Companies
CEIX,CONSOL Energy Inc. Common Stock ,,Energy,Coal Mining
CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,United States,Finance,Finance Companies
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),,Utilities,Electric Utilities: Central
CEQP,Crestwood Equity Partners LP,United States,Utilities,Oil & Gas Production
CF,CF Industries Holdings Inc. Common Stock,United States,Industrials,Agricultural Chemicals
CFG,Citizens Financial Group Inc. Common Stock,United States,Finance,Major Banks
CFR,Cullen/Frost Bankers Inc. Common Stock,United States,Finance,Major Banks
